"IAF" "IV" "DW"
"IPR007893" 13.1159377081554 0.333333333333333 4.37197923605181
"IPR018744" 16.2977507877961 1 16.2977507877961
"IPR003201" 15.7826661116669 0.2 3.15653322233338
"IPR003848" 11.6333728522204 0.0769230769230769 0.894874834786186
"IPR024435" 16.7368624220538 0.25 4.18421560551344
"IPR019455" 12.5758274650691 0.142857142857143 1.79654678072416
"IPR019439" 16.4260748847716 0.25 4.1065187211929
"IPR025713" 12.959543873751 0.333333333333333 4.31984795791699
"IPR013975" 16.8448451029268 0.166666666666667 2.80747418382113
"IPR018530" 16.9374562531117 1 16.9374562531117
"IPR003711" 10.4254634067396 0.125 1.30318292584245
"IPR014927" 17.9295074999962 1 17.9295074999962
"IPR022220" 17.5304115445863 1 17.5304115445863
"IPR012698" 16.6493995808034 1 16.6493995808034
"IPR016036" 10.8563370042175 0.0909090909090909 0.98693972765614
"IPR022359" 21.4373021401949 1 21.4373021401949
"IPR001950" 11.5050873882265 0.0714285714285714 0.821791956301892
"IPR000550" 10.0533953878855 0.0526315789473684 0.529126073046604
"IPR024966" 21.2673771387526 0.5 10.6336885693763
"IPR011505" 14.7952504472669 0.111111111111111 1.64391671636299
"IPR018535" 14.9676603229553 0.0909090909090909 1.36069639299594
"IPR006145" 9.83936599109917 0.0769230769230769 0.756874307007628
"IPR010872" 15.5980983520979 0.5 7.79904917604896
"IPR015960" 18.7648767982234 0.5 9.38243839911168
"IPR020057" 13.079200432754 0.5 6.53960021637701
"IPR005048" 19.3498392989445 1 19.3498392989445
"IPR005821" 10.0563676501064 0.00980392156862745 0.0985918397069254
"IPR005135" 8.99808809085448 0.00427350427350427 0.0384533679096345
"IPR015856" 12.9835170846987 0.333333333333333 4.3278390282329
"IPR013800" 14.0863629586484 0.125 1.76079536983105
"IPR000242" 8.83353093030973 0.0135135135135135 0.11937203959878
"IPR015120" 17.2376297953585 0.25 4.30940744883963
"IPR018564" 17.360486543144 1 17.360486543144
"IPR001529" 14.3067315773894 0.142857142857143 2.04381879676992
"IPR015391" 13.6518496720363 0.333333333333333 4.55061655734544
"IPR002668" 12.4816522326665 0.25 3.12041305816662
"IPR002710" 14.3015928540905 0.0416666666666667 0.595899702253769
"IPR016177" 11.7534302715723 0.0163934426229508 0.192679184779873
"IPR014968" 15.1221525779386 0.333333333333333 5.04071752597952
"IPR019236" 15.3313936316237 0.125 1.91642420395296
"IPR007890" 13.646953643443 0.0454545454545455 0.620316074701952
"IPR002540" 13.9404483628068 0.25 3.48511209070171
"IPR013740" 11.222831228659 0.142857142857143 1.60326160409414
"IPR012827" 12.031097134776 0.037037037037037 0.445596190176889
"IPR013565" 15.7196257171285 0.333333333333333 5.23987523904282
"IPR010624" 14.0557591890103 0.2 2.81115183780206
"IPR025898" 17.1153740453075 0.333333333333333 5.70512468176917
"IPR021109" 7.41540041722226 0.0113636363636364 0.0842659138320711
"IPR014782" 9.34574278792326 0.0294117647058824 0.274874787880096
"IPR013332" 12.2305929908362 0.125 1.52882412385453
"IPR023294" 17.0885739859638 0.166666666666667 2.8480956643273
"IPR022130" 16.0622627088479 0.25 4.01556567721199
"IPR013026" 8.01231577482026 0.00315457413249211 0.0252754440846065
"IPR011677" 16.344544999275 0.5 8.17227249963751
"IPR019273" 16.0974521373102 0.2 3.21949042746205
"IPR021869" 15.0841553146968 0.111111111111111 1.67601725718853
"IPR002777" 13.7737440359776 0.0909090909090909 1.25215854872524
"IPR001547" 12.1153740453075 0.0588235294117647 0.712669061488677
"IPR023284" 15.8981433290868 0.5 7.94907166454342
"IPR008922" 11.1690525682004 0.0212765957446809 0.237639416344689
"IPR007397" 14.8225922960797 0.111111111111111 1.64695469956441
"IPR025406" 14.5485588912966 0.166666666666667 2.4247598152161
"IPR005330" 12.7420738486991 0.111111111111111 1.41578598318879
"IPR025419" 14.8152503207385 0.333333333333333 4.9384167735795
"IPR004021" 16.0236742111707 0.2 3.20473484223414
"IPR015961" 19.0449847174161 1 19.0449847174161
"IPR008043" 18.9454490438652 0.5 9.4727245219326
"IPR013069" 10.519463908321 0.037037037037037 0.389609774382261
"IPR015959" 21.6299472181373 1 21.6299472181373
"IPR012811" 16.2133004659968 0.2 3.24266009319935
"IPR014847" 14.1415332057744 0.0833333333333333 1.1784611004812
"IPR004133" 15.9216023019108 0.166666666666667 2.6536003836518
"IPR015424" 7.243998175216 0.00396825396825397 0.0287460245048254
"IPR025901" 17.1799142975022 0.5 8.58995714875111
"IPR014755" 12.8894436341365 0.0384615384615385 0.495747832082171
"IPR014712" 14.9635963905755 0.111111111111111 1.66262182117505
"IPR017853" 7.63206209030815 0.0028328611898017 0.0216205724937908
"IPR019498" 15.9176658873517 0.333333333333333 5.30588862911722
"IPR007489" 14.9354649552926 0.166666666666667 2.48924415921543
"IPR012304" 21.1153740453075 0.5 10.5576870226538
"IPR018849" 16.6559424266702 0.166666666666667 2.77599040444503
"IPR002376" 9.16026906509095 0.03125 0.286258408284092
"IPR003778" 11.3838852954374 0.1 1.13838852954374
"IPR020898" 16.1426813913032 0.25 4.03567034782581
"IPR015808" 12.9354649552926 0.0666666666666667 0.862364330352838
"IPR013221" 8.13369974251939 0.0227272727272727 0.184856812329986
"IPR000118" 12.7920940574202 0.166666666666667 2.1320156762367
"IPR003959" 8.8013006773563 0.0121951219512195 0.107332935089711
"IPR016032" 8.71879602058743 0.0103092783505155 0.0898844950576023
"IPR015797" 8.87684988252796 0.00775193798449612 0.0688127897870384
"IPR001212" 12.1165015913132 0.0232558139534884 0.281779106774726
"IPR022310" 11.233036684058 0.166666666666667 1.87217278067634
"IPR019511" 18.506564802632 0.5 9.25328240131599
"IPR008953" 18.9778705215576 0.333333333333333 6.32595684051919
"IPR019459" 17.4373021401949 1 17.4373021401949
"IPR012549" 13.279955204832 0.25 3.31998880120801
"IPR008274" 8.77441128105581 0.0454545454545455 0.398836876411628
"IPR013196" 10.8386680254151 0.025 0.270966700635377
"IPR011545" 8.52420236392972 0.0204081632653061 0.173963313549586
"IPR017779" 14.9717357353855 0.5 7.48586786769273
"IPR004102" 13.3261664699602 0.0625 0.83288540437251
"IPR023292" 14.1775588765041 0.125 1.77219485956301
"IPR001928" 15.4486174534227 1 15.4486174534227
"IPR015302" 19.1153740453075 1 19.1153740453075
"IPR011009" 7.05350505010276 0.00122549019607843 0.00864400128689064
"IPR023202" 14.8467150902798 1 14.8467150902798
"IPR013217" 12.7804304145809 0.0175438596491228 0.224218077448787
"IPR001496" 11.5969175894832 0.032258064516129 0.374094115789781
"IPR015211" 15.1495897606454 0.25 3.78739744016135
"IPR009087" 16.5485588912966 1 16.5485588912966
"IPR019515" 15.6891092906054 0.0666666666666667 1.04594061937369
"IPR025773" 15.3419051174023 0.5 7.67095255870116
"IPR019491" 13.3105976673517 0.5 6.65529883367584
"IPR002469" 13.1363776492186 0.0588235294117647 0.772728097012857
"IPR006928" 15.7648767982234 0.25 3.94121919955584
"IPR014815" 16.5980983520979 0.2 3.31961967041959
"IPR000917" 10.2547525998875 0.0357142857142857 0.366241164281696
"IPR011337" 12.9494621063718 0.25 3.23736552659295
"IPR011128" 11.9208634055869 0.142857142857143 1.70298048651242
"IPR014831" 17.2673771387526 1 17.2673771387526
"IPR013770" 13.3465280855541 0.25 3.33663202138853
"IPR025836" 15.2774308034165 0.0909090909090909 1.38885734576513
"IPR002219" 9.61468152079402 0.00970873786407767 0.0933464225319808
"IPR013799" 13.3073752066845 0.1 1.33073752066845
"IPR001927" 12.4991928139756 0.25 3.12479820349391
"IPR022699" 18.7934459504201 1 18.7934459504201
"IPR025249" 12.3177125194537 0.1 1.23177125194537
"IPR021852" 14.9615687092285 0.125 1.87019608865356
"IPR000008" 8.85518956798133 0.0121951219512195 0.107990116682699
"IPR024592" 15.344544999275 0.5 7.67227249963751
"IPR000007" 11.926537972277 0.0625 0.745408623267311
"IPR013750" 10.8260467514955 0.04 0.433041870059821
"IPR005146" 10.9492109626614 0.0909090909090909 0.995382814787399
"IPR023215" 12.5076738571703 0.333333333333333 4.16922461905677
"IPR007696" 9.98075520745523 0.0769230769230769 0.76775040057348
"IPR000687" 15.3766062085073 0.111111111111111 1.70851180094526
"IPR000747" 15.5424843768869 0.333333333333333 5.18082812562897
"IPR001163" 11.4860174252279 0.111111111111111 1.27622415835865
"IPR011096" 13.6404513449277 0.0714285714285714 0.974317953209122
"IPR011490" 10.8329805763176 0.0125 0.13541225720397
"IPR015851" 16.4947876348556 0.5 8.24739381742781
"IPR024951" 14.1176300192479 0.25 3.52940750481197
"IPR019004" 13.1917494339392 0.5 6.59587471696959
"IPR014887" 16.4889349086102 0.5 8.2444674543051
"IPR015069" 16.4204938525083 1 16.4204938525083
"IPR024457" 16.0364227039127 0.25 4.00910567597817
"IPR024740" 17.5424843768869 1 17.5424843768869
"IPR007756" 14.4543085655006 0.142857142857143 2.06490122364294
"IPR006103" 11.7028041985023 0.0833333333333333 0.975233683208524
"IPR002068" 10.2145826940616 0.0434782608695652 0.444112291046155
"IPR019512" 19.3080191232499 1 19.3080191232499
"IPR021716" 22.1153740453075 1 22.1153740453075
"IPR004207" 16.8373892980077 1 16.8373892980077
"IPR009640" 14.1210206084486 0.5 7.06051030422432
"IPR003654" 13.4337842280863 0.166666666666667 2.23896403801438
"IPR023111" 19.1153740453075 1 19.1153740453075
"IPR023095" 13.2462429256632 0.142857142857143 1.89232041795189
"IPR007193" 16.3498392989445 0.2 3.26996785978891
"IPR004883" 14.3313936316237 0.333333333333333 4.77713121054124
"IPR025369" 17.4038791386574 1 17.4038791386574
"IPR019774" 11.2763277652669 0.2 2.25526555305339
"IPR008030" 12.3498392989445 0.0625 0.771864956184033
"IPR019920" 14.5918120892505 0.333333333333333 4.8639373630835
"IPR025646" 15.8674465318639 1 15.8674465318639
"IPR025764" 17.0974521373102 1 17.0974521373102
"IPR006943" 17.6044121260301 0.25 4.40110303150753
"IPR017516" 13.2524267972866 1 13.2524267972866
"IPR019391" 17.1335213920178 0.5 8.56676069600888
"IPR007278" 13.9985102876166 0.25 3.49962757190415
"IPR021001" 17.0110373854928 1 17.0110373854928
"IPR000792" 6.61648745082622 0.0222222222222222 0.147033054462805
"IPR025659" 13.4135477868954 0.0588235294117647 0.789032222758556
"IPR015922" 14.3157686228548 0.0416666666666667 0.596490359285618
"IPR001227" 9.65399692044707 0.03125 0.301687403763971
"IPR009342" 13.4191019613816 0.333333333333333 4.47303398712721
"IPR018983" 16.1335213920178 0.2 3.22670427840355
"IPR024346" 16.6958351537937 1 16.6958351537937
"IPR003379" 12.7639930646332 0.2 2.55279861292663
"IPR013627" 16.3712129497371 0.2 3.27424258994742
"IPR014015" 12.8453123725797 0.0625 0.802832023286234
"IPR001275" 12.0118239525495 0.2 2.40236479050991
"IPR010468" 17.0364227039127 1 17.0364227039127
"IPR007492" 9.79903593839448 0.0434782608695652 0.42604504079976
"IPR013504" 16.0974521373102 1 16.0974521373102
"IPR004014" 10.2484042669527 0.04 0.409936170678107
"IPR009012" 11.1285365085913 0.25 2.78213412714784
"IPR009771" 16.2036824634352 0.0769230769230769 1.24643711257194
"IPR024380" 18.4373021401949 0.2 3.68746042803897
"IPR023356" 20.9778705215576 1 20.9778705215576
"IPR024718" 14.2824840311428 0.333333333333333 4.76082801038092
"IPR009537" 16.4889349086102 0.25 4.12223372715255
"IPR013689" 13.9166834596386 0.5 6.95834172981929
"IPR013352" 14.8807960855229 0.142857142857143 2.12582801221756
"IPR006630" 12.4650402914616 0.125 1.5581300364327
"IPR008954" 15.6139349001486 0.166666666666667 2.60232248335811
"IPR024282" 17.6171231777797 0.25 4.40428079444492
"IPR013991" 17.2376297953585 0.333333333333333 5.74587659845283
"IPR017448" 10.3706242833953 0.03125 0.324082008856104
"IPR024481" 17.2573930501799 0.1 1.72573930501799
"IPR002686" 10.3586509468696 0.0416666666666667 0.431610456119567
"IPR004343" 14.7162029514877 0.0588235294117647 0.865658997146334
"IPR020279" 19.3929080208364 1 19.3929080208364
"IPR013849" 12.3997551862327 0.333333333333333 4.13325172874423
"IPR003224" 17.6171231777797 1 17.6171231777797
"IPR025305" 16.1472832932622 0.333333333333333 5.38242776442075
"IPR006457" 16.6691178154179 0.0909090909090909 1.51537434685618
"IPR018633" 16.8299718264453 0.5 8.41498591322263
"IPR002889" 12.3491764480067 0.0114942528735632 0.14194455687364
"IPR004841" 10.3486795095871 0.0357142857142857 0.369595696770967
"IPR011256" 11.6247236960595 0.0434782608695652 0.505422769393891
"IPR023366" 10.4984576827287 0.0714285714285714 0.749889834480621
"IPR015899" 13.959543873751 1 13.959543873751
"IPR004255" 13.8225922960797 0.111111111111111 1.5358435884533
"IPR025926" 15.9414471133077 0.5 7.97072355665385
"IPR021028" 18.6559424266702 1 18.6559424266702
"IPR007641" 11.6491955942296 0.0909090909090909 1.0590177812936
"IPR008744" 20.7368624220538 0.333333333333333 6.91228747401792
"IPR003695" 12.1708083838827 0.0714285714285714 0.86934345599162
"IPR013527" 13.1775588765041 0.25 3.29438971912602
"IPR008503" 14.4628875503893 0.25 3.61572188759733
"IPR023132" 17.3287776834167 1 17.3287776834167
"IPR013839" 12.1002378015101 0.2 2.42004756030203
"IPR011535" 11.4218870878082 0.0909090909090909 1.03835337161893
"IPR024266" 17.6958351537937 1 17.6958351537937
"IPR002871" 12.2184362301252 0.0909090909090909 1.11076693001138
"IPR024765" 14.3131808283657 0.333333333333333 4.77106027612189
"IPR000058" 11.7911934986888 0.0333333333333333 0.393039783289625
"IPR015940" 10.8273154604912 0.00961538461538462 0.104108802504723
"IPR003148" 9.63009817766453 0.0666666666666667 0.642006545177636
"IPR010066" 10.5784469315837 0.166666666666667 1.76307448859728
"IPR014347" 11.1132622688277 0.05 0.555663113441383
"IPR010483" 17.4038791386574 0.5 8.70193956932871
"IPR008928" 9.60579695510954 0.00537634408602151 0.0516440696511266
"IPR025830" 19.483105829808 1 19.483105829808
"IPR003889" 13.8346032751769 0.0714285714285714 0.988185948226922
"IPR002898" 11.1997933920222 0.0909090909090909 1.01816303563838
"IPR024542" 16.5124896365891 0.25 4.12812240914727
"IPR011079" 11.0123485689338 0.25 2.75308714223346
"IPR012292" 11.1395260773007 0.0175438596491228 0.195430282057907
"IPR018785" 15.9819749198903 0.5 7.99098745994515
"IPR011024" 13.3471897205306 0.0303030303030303 0.404460294561533
"IPR011489" 13.8281234020529 0.0625 0.864257712628305
"IPR002466" 13.5176939015916 0.1 1.35176939015916
"IPR003228" 15.1153740453075 0.333333333333333 5.0384580151025
"IPR011715" 18.7648767982234 0.333333333333333 6.25495893274112
"IPR024589" 17.4486174534227 1 17.4486174534227
"IPR007600" 18.0797501355768 1 18.0797501355768
"IPR025909" 15.7578220406894 1 15.7578220406894
"IPR025983" 16.5731159955406 0.166666666666667 2.76218599925676
"IPR002535" 11.9969520209943 0.25 2.99923800524858
"IPR006189" 12.6633387717613 0.032258064516129 0.408494799089074
"IPR015794" 11.8205235861947 0.1 1.18205235861947
"IPR008502" 16.0279112040572 1 16.0279112040572
"IPR021097" 16.7508016130116 0.125 2.09385020162646
"IPR012967" 14.7595824985539 0.5 7.37979124927693
"IPR024230" 14.5485588912966 0.5 7.2742794456483
"IPR023574" 11.0205046125888 0.125 1.3775630765736
"IPR000014" 6.79784837209813 0.00389105058365759 0.0264507718758682
"IPR002058" 13.9943586443461 0.0454545454545455 0.636107211106643
"IPR014719" 10.5167631906111 0.0666666666666667 0.701117546040739
"IPR007872" 14.3105976673517 0.142857142857143 2.04437109533595
"IPR004552" 13.3196590388058 0.25 3.32991475970144
"IPR008279" 9.36123814255718 0.037037037037037 0.346712523798414
"IPR017512" 15.2302878200173 0.5 7.61514391000867
"IPR011277" 14.8467150902798 0.333333333333333 4.94890503009328
"IPR000427" 13.6195190184203 0.333333333333333 4.53983967280678
"IPR001153" 14.6907878190564 0.166666666666667 2.4484646365094
"IPR002404" 12.6790789254681 0.142857142857143 1.81129698935259
"IPR000531" 7.7794533855016 0.024390243902439 0.189742765500039
"IPR001214" 9.80459087665793 0.00704225352112676 0.0690464146243516
"IPR009101" 19.6824146380314 1 19.6824146380314
"IPR009604" 15.7543075565132 0.166666666666667 2.62571792608553
"IPR006751" 15.8262773428875 1 15.8262773428875
"IPR007862" 11.5955412533943 0.0714285714285714 0.828252946671023
"IPR001772" 12.6327677371996 0.0769230769230769 0.971751364399972
"IPR016100" 12.9534863629306 0.125 1.61918579536633
"IPR018768" 14.1449805073928 0.333333333333333 4.71499350246428
"IPR008881" 10.765318868103 0.333333333333333 3.588439622701
"IPR002750" 14.0068495885293 0.0833333333333333 1.16723746571078
"IPR006720" 19.6824146380314 1 19.6824146380314
"IPR013600" 16.4260748847716 0.333333333333333 5.47535829492387
"IPR015151" 14.8981433290868 0.125 1.86226791613585
"IPR018031" 14.8485875046126 0.333333333333333 4.9495291682042
"IPR007634" 12.9938405279675 0.166666666666667 2.16564008799458
"IPR019570" 13.1646723552185 0.333333333333333 4.38822411840617
"IPR000404" 12.7875968747235 0.5 6.39379843736173
"IPR000562" 11.5366239814515 0.0454545454545455 0.524391999156887
"IPR013796" 14.4700758813589 0.333333333333333 4.82335862711962
"IPR019470" 14.5777673538122 0.333333333333333 4.85925578460407
"IPR019514" 16.8225922960797 1 16.8225922960797
"IPR011519" 15.344544999275 0.0333333333333333 0.511484833309167
"IPR011017" 12.632364468143 0.0714285714285714 0.902311747724497
"IPR001623" 7.35698424723773 0.00401606425702811 0.0295461214748503
"IPR019894" 17.7934459504201 0.333333333333333 5.93114865014005
"IPR017984" 13.5731159955406 0.333333333333333 4.52437199851353
"IPR025121" 12.4309760616699 0.125 1.55387200770874
"IPR021040" 15.5304115445863 1 15.5304115445863
"IPR015005" 17.7648767982234 0.5 8.88243839911168
"IPR021113" 17.7790906574431 1 17.7790906574431
"IPR009688" 15.6493995808034 0.125 1.95617494760043
"IPR019601" 16.4773002081268 0.2 3.29546004162536
"IPR019473" 16.1799142975022 0.166666666666667 2.69665238291704
"IPR015298" 17.0797501355768 1 17.0797501355768
"IPR004143" 10.9372071905231 0.0285714285714286 0.312491634014945
"IPR014818" 13.1870037222885 0.0833333333333333 1.09891697685738
"IPR011578" 16.6428862738448 0.125 2.08036078423059
"IPR015109" 17.3183610674714 0.5 8.65918053373568
"IPR011989" 7.66728355786422 0.0012970168612192 0.0099445960542986
"IPR024639" 17.6044121260301 0.5 8.80220606301506
"IPR025997" 10.8037392434259 0.0416666666666667 0.450155801809414
"IPR015266" 18.6044121260301 0.5 9.30220606301506
"IPR012921" 14.9881534948194 0.1 1.49881534948194
"IPR024480" 16.5607851936299 0.5 8.28039259681493
"IPR014042" 15.2376297953585 0.166666666666667 2.53960496589308
"IPR024745" 17.9454490438652 0.25 4.4863622609663
"IPR013572" 13.9504671186318 0.25 3.48761677965795
"IPR020602" 11.6832497726659 0.166666666666667 1.94720829544432
"IPR006677" 13.7042868185089 0.333333333333333 4.56809560616963
"IPR015300" 12.2843835640582 0.0344827586206897 0.423599433243388
"IPR013249" 9.87989827291018 0.0285714285714286 0.282282807797434
"IPR011493" 15.3739070589064 0.0333333333333333 0.512463568630212
"IPR024767" 17.483105829808 0.0526315789473684 0.920163464726736
"IPR024303" 18.7934459504201 0.333333333333333 6.26448198347338
"IPR017976" 12.5262847323979 0.142857142857143 1.78946924748541
"IPR025364" 16.8827132885172 0.5 8.44135664425862
"IPR002888" 10.3473551766969 0.0833333333333333 0.862279598058077
"IPR012970" 14.5229170080394 0.166666666666667 2.42048616800657
"IPR022782" 16.3874535907443 0.2 3.27749071814886
"IPR000270" 12.6055990409806 0.0212765957446809 0.26820423491448
"IPR011682" 13.1392395724758 0.125 1.64240494655948
"IPR013592" 16.9943586443461 0.333333333333333 5.66478621478205
"IPR004009" 13.8281234020529 0.142857142857143 1.97544620029327
"IPR002527" 12.8803171826004 0.142857142857143 1.84004531180006
"IPR005220" 12.299990749494 0.2 2.45999814989879
"IPR002016" 9.26440589432507 0.0140845070422535 0.130484590060916
"IPR020161" 19.8523396394737 1 19.8523396394737
"IPR025592" 16.2133004659968 0.024390243902439 0.395446352829189
"IPR014768" 14.0885739859638 0.05 0.70442869929819
"IPR023575" 10.6122439891553 0.2 2.12244879783106
"IPR024785" 16.7862504490159 0.25 4.19656261225398
"IPR010600" 15.7613451072531 0.333333333333333 5.25378170241771
"IPR000697" 12.7997715886696 0.0909090909090909 1.16361559896996
"IPR005000" 11.8253551983749 0.166666666666667 1.97089253306248
"IPR001516" 10.1780737963457 0.25 2.54451844908642
"IPR007012" 14.9635963905755 0.0833333333333333 1.24696636588129
"IPR005617" 15.2524267972866 0.5 7.62621339864329
"IPR025733" 14.7631098720492 0.0909090909090909 1.34210089745902
"IPR005036" 14.0385584482567 0.125 1.75481980603208
"IPR022613" 15.9819749198903 0.5 7.99098745994515
"IPR025265" 17.8981433290868 0.5 8.94907166454342
"IPR014000" 15.431677591001 1 15.431677591001
"IPR011022" 12.5413482473827 0.111111111111111 1.39348313859808
"IPR023169" 13.3190099071679 0.166666666666667 2.21983498452798
"IPR003633" 19.9137401841379 0.5 9.95687009206893
"IPR015969" 17.0279112040572 1 17.0279112040572
"IPR022689" 12.8143351954044 0.111111111111111 1.4238150217116
"IPR018953" 13.5754398001357 1 13.5754398001357
"IPR016162" 8.96813731526963 0.0294117647058824 0.263768744566754
"IPR005523" 17.6299472181373 1 17.6299472181373
"IPR023121" 18.9778705215576 1 18.9778705215576
"IPR010655" 15.4686353469997 0.0833333333333333 1.2890529455833
"IPR004953" 14.3287776834167 0.333333333333333 4.77625922780557
"IPR013110" 15.3471897205306 0.0666666666666667 1.02314598136871
"IPR025587" 15.4401226592572 0.111111111111111 1.71556918436192
"IPR021136" 13.0503618948706 0.125 1.63129523685882
"IPR004126" 18.0279112040572 0.5 9.01395560202858
"IPR001220" 13.9605559362554 0.0769230769230769 1.07388891817349
"IPR001078" 11.1810934516675 0.111111111111111 1.24234371685194
"IPR011126" 13.6243226689434 0.333333333333333 4.54144088964779
"IPR000196" 13.9020267635741 0.333333333333333 4.63400892119135
"IPR021076" 16.610753652904 0.5 8.30537682645198
"IPR018767" 15.9819749198903 1 15.9819749198903
"IPR024311" 14.5746647826361 0.0555555555555556 0.809703599035337
"IPR002734" 11.6912077564894 0.142857142857143 1.67017253664134
"IPR013929" 16.3183610674714 0.333333333333333 5.43945368915712
"IPR004041" 15.0644370800823 0.2 3.01288741601646
"IPR006149" 14.670773231596 0.0476190476190476 0.698608249123619
"IPR011112" 11.1177711348191 0.0384615384615385 0.427606582108425
"IPR006202" 10.2563828955305 0.027027027027027 0.277199537717042
"IPR017892" 12.4218870878082 0.166666666666667 2.0703145146347
"IPR023578" 12.5413482473827 0.0192307692307692 0.241179773988129
"IPR015011" 16.3983831509026 0.333333333333333 5.46612771696752
"IPR002059" 8.8149070807097 0.111111111111111 0.979434120078855
"IPR001126" 11.3255144043939 0.142857142857143 1.61793062919912
"IPR003139" 16.8750597159738 0.5 8.4375298579869
"IPR019102" 18.0622627088479 1 18.0622627088479
"IPR013567" 15.8448451029268 0.25 3.9612112757317
"IPR000748" 11.1794723630399 0.25 2.79486809075998
"IPR025300" 15.3340143317828 0.25 3.83350358294571
"IPR010518" 16.0709799259491 0.333333333333333 5.35699330864968
"IPR017584" 16.7862504490159 0.333333333333333 5.59541681633865
"IPR008700" 16.1380941218076 0.333333333333333 5.3793647072692
"IPR011076" 12.9871218930301 0.2 2.59742437860602
"IPR015929" 13.8542193726919 0.2 2.77084387453839
"IPR025583" 17.360486543144 1 17.360486543144
"IPR015820" 16.3658397776382 0.5 8.18291988881912
"IPR024674" 14.4977229258802 0.333333333333333 4.83257430862672
"IPR013197" 16.2425452857726 0.25 4.06063632144315
"IPR002586" 10.1270443960764 0.0161290322580645 0.163339425743168
"IPR025410" 15.8485875046126 0.142857142857143 2.26408392923037
"IPR011005" 11.049957910631 0.0588235294117647 0.649997524154762
"IPR005181" 13.2443929210829 0.0769230769230769 1.01879945546791
"IPR008816" 12.5394566841894 0.142857142857143 1.79135095488419
"IPR002546" 14.6299472181373 1 14.6299472181373
"IPR015216" 17.5793211450673 0.166666666666667 2.92988685751122
"IPR002369" 13.5980983520979 0.0384615384615385 0.523003782772997
"IPR012307" 10.3989832558098 0.166666666666667 1.7331638759683
"IPR014790" 11.4045676116082 0.0714285714285714 0.814611972257725
"IPR016123" 14.7162029514877 0.111111111111111 1.63513366127641
"IPR001381" 11.9051897693999 0.142857142857143 1.70074139562855
"IPR013705" 16.0885739859638 1 16.0885739859638
"IPR010294" 13.8722000618346 0.0625 0.86701250386466
"IPR000859" 8.30624904378522 0.00735294117647059 0.0610753606160678
"IPR024240" 16.0279112040572 0.111111111111111 1.78087902267302
"IPR021572" 23.4373021401949 1 23.4373021401949
"IPR007809" 12.1746199978327 0.2 2.43492399956654
"IPR000967" 12.4383591887518 0.0454545454545455 0.565379963125081
"IPR013580" 15.1518999213326 0.111111111111111 1.68354443570362
